head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	sense6	sense7	sense8	sense9	sense10	pos	text
band-n	... with "band-n"	show-n	shows with bands	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	987297414	By now, George and Chris were really developing their sound, and started doing lots of shows with <bands> like the Dead Kennedys and others.
band-n	... with "band-n"	sing-v	singing with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	205812925	In his teen years Joe sang with his <band> "The Midnighters" alongside other Sydney up and coming stars of the future such as "The Bee Gees", Billy Thorpe, and New Zealand's "Max Merritt", working places like Suzie Wong's, Whisky a Go Go, Surf City and Teenage Cabaret.
band-n	... with "band-n"	stage-n	on stage with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2984742834	Now It's Overhead has shared the stage with <bands> like REM, The Faint, Tilly and The Wall, Azure Ray, Rilo Kiley and Desaparecidos.
band-n	... with "band-n"	tour-n	tour with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2585685153	In between sessions, when not burning highways on tour with her <band>, she devoted herself to playing benefits and speaking out in support of an array of worthy causes, campaigning to stop the war in Central America; participating in the Sun City anti-apartheid project; performing at the historic 1980 No Nukes concerts at Madison Square Garden; co-founding MUSE (Musicians United for Safe Energy); and working for environmental protection and for the rights of women and Native Americans.
band-n	... with "band-n"	tour-v	touring with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	872173752	touring with his new <band> The Grass is Greener, featuring instrumental giants Tony Trischka on banjo, David Grier on guitar, Butch Baldassari on mandolin, and Buell Neidlinger on bass.
band-n	... with "band-n"	white-j	white with one red horizontal band	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s9	a7.sx	a8.s5	a9.s3	a10.s5	1770248623	Active; focal plane 43 m (141 ft); three white flashes, separated by 5 s, every 30 s; a continuous red light (focal plane 37 m (121 ft)) is shown to the west over Hebe Reef. 20 m (66 ft) tapered round, stucco-clad brick tower with lantern and gallery, painted white with a red horizontal <band>.
band-n	... within "band-n"	frequency-n	frequencies within the 156-162 MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2857366436	All licensees who so wish will be reallocated frequencies within the 450-470 MHz <band>.
band-n	... within "band-n"	operate-v	operate within the band	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2	a7.s2	a8.sx	a9.sx	a10.s2	2428158714	Indoor radio microphones operate within the <bands> 173.70-174.0 MHz, specification S5.226, S5.228 MPT 1350 applies.
band-n	adjective predicates of "band-n"	tight-j	band was tight	a1.s3	a2.sx	a3.s6	a4.s1	a5.s1	a6.sx	a7.s4	a8.sx	a9.s3	a10.sx	1402605488	The <band> was tight, but I wasn't too impressed by her.
band-n	band-n above ...	GHz-n	bands above 40 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.sx	a8.s2	a9.s2	a10.s2	1404893042	(97) According to DMC, there is ample spectrum available in the microwave <bands> above 10 GHz and current coordination practices virtually eliminate the risk of interference.
band-n	band-n after ...	band-n	band after band	a1.s2	a2.s1	a3.s6	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.s1	3395450130	Not a shutout, though it sure felt that way, walking past cover <band> after cover band playing tired jukebox hits by Queen, Don McLean and Bon Jovi.
band-n	band-n and/or ...	MHz-n	MHz and 406.1-420 MHz bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2045400549	The 162-174 MHz and 406.1-420 MHz <bands> are the two most heavily used bands by the Federal Government.
band-n	band-n and/or ...	artist-n	bands and artists	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1978690916	But watching the heart, teamwork and just plain...guts gave me that feeling of elation that I experience when I've heard a great symphony, a fine Jazz artist or a low down blues <band>.
band-n	band-n and/or ...	band-n	band , the band	a1.s6	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	403555500	I'm also playing in a couple of <bands>, a punkish band called Ball Hog, and a rocksteady/doo wop group called The Escalades.
band-n	band-n and/or ...	orchestra-n	band and orchestra	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1695746286	Presented by the Chevalier Theatre Organ Society and produced in collaboration with the Medford Family Network, the Medford Public Schools, Springstep, and the Tufts Music Mentor Program, the concert will feature the Beantown Swing Orchestra, an 18-piece big <band> composed of young jazz musicians known for their lively and energetic playing of classic Swing Era music.
band-n	band-n around ...	arm-n	bands around their arms	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	3413347989	He wrapped a crape <band> round his arm, received the condolences of his friends with a resigned melancholy, and sailed for Australia.
band-n	band-n around ...	base-n	band around the base of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	2038272373	Caps were solid navy with a thin red <band> around the base of the crown.
band-n	band-n around ...	chest-n	band around his chest	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.sx	a7.s4	a8.s3	a9.s3	a10.s3	2507112334	Extend or shorten the <band> around your chest slightly by moving the hooks to a different eye on the hook and eye closure (or adjust the velcro if the bra has a velcro closing).
band-n	band-n around ...	head-n	band around the head	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	2993344702	Feeling like a cyborg getting dressed for work, I tightened the silver <band> around my head and spent a few minutes adjusting the tiny computer screen until it was properly positioned in front of my right eye.
band-n	band-n around ...	top-n	band around the top of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	9973698	It has a lovely decorative <band> around the top and on one side has been engraved to reflect Azariah's will that the church use it forever.
band-n	band-n around ...	wrist-n	band around your wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	3511102739	Wear a rubber <band> around your wrist.
band-n	band-n as ...	drummer-n	band as a drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	120467616	My research interests stem from my own involvement in feminist diy collective activism and past and present music making activities within <bands> as a drummer, bassist, guitarist and singer.
band-n	band-n at ...	GHz-n	band at 2.4 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	70989982	An alternative is to provide wireless links using the ISM <bands> at 5.8 GHz and 2.4 GHz.
band-n	band-n at ...	gig-n	band at a gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2442550472	But Im getting ahead of myself; as much as I love the Flips, I cant ignore the support <band> at this gig.
band-n	band-n at ...	kD-n	band at 140 kD	a1.s2	a2.s2	a3.s8	a4.s2	a5.s2	a6.s7	a7.s2	a8.s6	a9.s2	a10.s2	1080626294	However, there was another, lower molecular weight <band> at 125 kD.
band-n	band-n below ...	GHz-n	bands below 3 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2131500762	The MSS <bands> below 3 GHz are used to support U.S. military operations on a worldwide basis.
band-n	band-n below ...	MHz-n	bands below 512 MHz .	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1413789256	EN127] There are 5 <bands> below 10 MHz allocated on a primary basis to the aeronautical mobile (OR) service: 3025-3155 kHz, 4700-4750 kHz, 5680-5730 kHz, 6685-6765 kHz, and 8965-9040 kHz.
band-n	band-n below ...	gallery-n	red horizontal band below the gallery	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2037440958	Lighthouse painted white with a single red <band> below the gallery.
band-n	band-n between ...	MHz-n	Bands Between 28 MHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2854892583	See Amendment of Parts 2, 25, and 87 of the Commission's Rules to Implement Decisions from World Radio Communication Conferences Concerning Frequency <Bands> Between 28 MHz and 36 GHz and to Otherwise Update the Rules in this Frequency Range , Notice of Proposed Rulemaking, ET Docket No. 02-305, 17 F.C.C. Rcd. 19756 (2003) .
band-n	band-n for ...	reallocation-n	MHz band for reallocation	a1.s5	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	3266188335	NTIA previously identified the 1710-1755 MHz <band> for reallocation to the private sector on a mixed-use basis under the requirements of the Omnibus Reconciliation Act of 1993 (OBRA-93).
band-n	band-n from ...	80-n	bands from the 80's	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3078259142	Kraftwerk isn't a one hit wonder <band> from the 80s either. ... Read review
band-n	band-n from ...	Angeles-n	rock band from Los Angeles , California	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1312539559	Red has been taking pride in her heritage lately and tonight's SFR is "Wake Up, Dolores" from that great <band> from East Los Angeles, Los Lobos.
band-n	band-n is a ...	band-n	bands are bands	a1.s6	a2.s1	a3.s5	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	146978580	* sometimes the imaginary cover <band> is a meta-cover band, of course ** what's a cover band without "The Passenger"?
band-n	band-n like ...	Coldplay-n	bands like Coldplay and	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3560221330	These talented musicians impressed with their Rhythm del Mundo act, which involves interpreting popular songs from <bands> like Coldplay and The Beatles using Latin rhythms.
band-n	band-n like ...	Dead-n	bands like the Grateful Dead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2934235402	He was best known for his bluegrass playing, but also played swing, country and with <bands> like Grateful Dead and the Nitty Gritty Dirt Band (his playing on "Will The Circle Be Unbroken" was amazing, and the first time I really heard his playing was in the bluegrass outfit Old and In the Way with Jerry Garcia).
band-n	band-n like ...	Metallica-n	bands like Metallica and	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	257477414	Around that time, we were hearing <bands> like Metallica, Slayer, Anthrax that were into punk rock and heavy metal.
band-n	band-n like ...	Radiohead-n	bands like Radiohead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2642931637	Their sound combines the melodic sensibilities of The Beatles and Crowded House with the melancholic and edgier side of British guitar <bands> like Radiohead and Muse, while their piano led sound leads to comparisons with Ben Folds Five.
band-n	band-n like ...	clash-n	bands like The Clash ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	625203995	"A lot of so-called political <bands> like The Clash exist in this area of symbols, like a t-shirt with Che Guevera on, or the Sandinista hats or red stars everywhere.
band-n	band-n like ...	jam-n	bands like Pearl Jam	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	372028229	The whole scene was revived in the post-punk '70s by <bands> like the Jam and the Lambrettas . Now in the post-assimilation new millennium, mod echoes are felt everywhere, from contemporary fashion to the Euro-centric guitar pop of the Futureheads .
band-n	band-n of ...	Indians-n	band of Indians	a1.s4	a2.s4	a3.s4	a4.s1	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	1379975332	During my year on the Columbia River, the small-pox exterminated one small remnant of a <band> of Indians entirely, and reduced others materially.
band-n	band-n of ...	brother-n	band of brothers	a1.s4	a2.s4	a3.s4	a4.s8	a5.s4	a6.s4	a7.s3	a8.sx	a9.s1	a10.s4	2722464496	October of 1892, a traumatic incident occured in Coffeyville, Kansas, that spelt the end of a notorious <band> of outlaw brothers, the Daltons, and showed how 'people power' can react under dire circumstances.
band-n	band-n of ...	follower-n	band of followers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	1888174686	That your patriotic <band> of followers deserve the thanks of our Government I know.
band-n	band-n of ...	frequency-n	band of frequencies	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3	a8.s2	a9.s2	a10.s2	1757220312	RF sealers generally operate within the <band> of frequencies from 10 to 70 MHz (a megahertz (MHz) is one million cycles per second), although most of the sealers operate at nominal frequencies from 13 to 40 MHz.
band-n	band-n of ...	musician-n	band of musicians	a1.s1	a2.s1	a3.s1	a4.s1	a5.s4	a6.s1	a7.s3	a8.s1	a9.s1	a10.s1	3336127071	by Angela Meredith United Kingdom 5 Oct 2007 Shortly after 9/11, British documentary maker Jasmine Dellal began filming a diverse <band> of musicians on tour across North America.
band-n	band-n of ...	soldier-n	a band of soldiers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	674685003	The townspeople here, aided by a <band> of soldiers, made an attack upon the merchants, and our brother lost three horses.
band-n	band-n of ...	thug-n	band of thugs	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	2952635905	Organized <bands> of Nazi thugs, who often collect Nazi flags, relics, and weapons of all kinds and were till recently conspicuous with shaven heads, heavy boots, and semi-uniform clothing, hunt down, beat, and occasionally kill people of color, usually small businessmen, but also tourists, the homeless, the handicapped, and young people who don't match their standards: punks, those with dyed hair or anti-Nazi slogans on their clothing.
band-n	band-n of ...	warrior-n	band of warriors	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	679801113	First marched a <band> of warriors trained, With sandal dust and aloe stained; Well armed was each with sword and bow, And every breast with hope aglow, And ever, as they onward went, Shouts from the warrior train, And every sweet-toned instrument Prolonged the minstrel strain.
band-n	band-n on ...	blot-n	bands on Western blots	a1.s8	a2.s7	a3.s8	a4.s1	a5.s2	a6.s7	a7.sx	a8.s6	a9.sx	a10.s4	314912950	Later, will use this to measure out the size of the <bands> on the Southern blot.
band-n	band-n on ...	finger-n	band on her finger	a1.s3	a2.s6	a3.s10	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	3388301596	There was a wide gold <band> on her slender finger.
band-n	band-n on ...	gel-n	band on the gel	a1.s8	a2.s3	a3.s8	a4.s7	a5.s2	a6.s7	a7.s2	a8.s6	a9.sx	a10.s6	1090933633	Angela's lab occupied the convergence zone between ecology and molecular biology, both intellectually and physically: at one end of the corridor was Prof. Peter Young's lab and I am indebted to Peter, as well as his postdocs Tim, Sarah, and Thorunn, for dragging me by my bootstraps (excuse the pun) into the world of molecular biology and bioinformatics; at the other end of the corridor were Prof. Jeremy Searle's lab and Dr. Geoff Oxford's lab, both of which made sure that I didn't lose sight of the ecology of the organisms I was studying amongst the <bands> on my electrophoresis gel.
band-n	band-n on ...	label-n	bands on the label	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	3084946004	He signed up the <band> on his label promptly.
band-n	band-n on ...	tour-n	band on tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3203772575	We've got word that Kevin's <band> on his upcoming tour will feature fellow Broken Social Scene-makers Brendan Canning and Justin Peroff, American Analog Set's Andrew Kenny, Treble Charger's Bill Priddle, and Uncut/Hawaii member Sam Goldberg.
band-n	band-n on ...	wrist-n	band on his wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	291919787	She touched the chastity <band> on her wrist.
band-n	band-n over ...	eye-n	, a band over the eye ,	a1.s3	a2.s3	a3.s3	a4.s4	a5.s3	a6.s3	a7.sx	a8.s3	a9.s3	a10.s3	1982892768	The fore part and sides of the neck, and the fore part of the breast dull greyish-white, with small dusky-grey longitudinal streaks; the <band> over the eye indistinct, the loral space darker.
band-n	band-n to ...	band-n	band to the 7/8 GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1573136727	The relative value of CDC25A and CDC25B <band> to PBGD band was calculated, and the T:N ratio was determined in each case.
band-n	band-n with ...	singer-n	band with a female singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1052580217	There's the original got-it-from-John-Peel-in-1967 generation - the days of "Safe As Milk", the heavy boogie blues <band> with the weird singer and the weird words.
band-n	band-n's ...	CD-n	band's CD	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2952876959	So I get to buy an indie <band's> CD from an indie store.
band-n	band-n's ...	album-n	band's first album	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	428921426	Kultura-Diktatura , the <band's> third album and second for Kool Arrow, is a veritable explosion of color and passion: a living, breathing collision of ethnicities and culture, spoken and musical languages, live-life-like-every-day's-your-last party machine and political manifesto.
band-n	band-n's ...	debut-n	the band's debut	a1.s1	a2.s1	a3.s1	a4.s6	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2914176794	He wrote, sang and played everything on the "<band's> 1995 self-titled debut, save for some additional guitar added by the Afghan Whigs' Greg Dulli.
band-n	band-n's ...	drummer-n	the band's drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1708683532	The announcement of the Cult's involvement with the Tibetan shows comes on the heels of vocalist Ian Astbury and guitarist Billy Duffy's appearance onstage with the Neurotic Outsiders at the Viper Room in Los Angeles earlier this week At that show, the founding duo of the Cult got to hook up with one of the <band's> former drummers, Matt Sorum, who played on the group's 1989 album, "Sonic Temple," but eventually left to join Guns N' Roses.
band-n	band-n's ...	gig-n	band's gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2489690186	Last night, a fan also jumped onstage during the <band's> gig at Scranton's Cultural Arts Center during "Under African Skies."
band-n	band-n's ...	guitarist-n	the band's guitarist	a1.s9	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	559414834	When the Marc Olson fronted Jayhawks performed their first gig in 1985, one of the mere handful of people in the audience was Gary Louris, who met Olson after the show and promptly became the <band's> lead guitarist (and eventual songwriting partner with Olson).
band-n	band-n's ...	hit-n	band's biggest hit	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3176884868	He's got the voice, and sounds incredibly good singing the <band's> old hits.
band-n	band-n's ...	label-n	the band's label ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.s1	a10.s1	1018849213	The album itself remains legendary for taking three years to master in studio at a cost of $500,000.00 and nearly bankrupting the <band's> British label, Creation. 10 Shields himself defends the lengthy recording process thusly:
band-n	band-n's ...	member-n	the band's members	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.s1	a10.s1	1963878574	Three of the rock <band's> members are accountants, and the fourth is the director of public affairs for the Connecticut society of CPAs.
band-n	band-n's ...	music-n	the band's music	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	56998414	The rough edges to the <band's> music were gradually ironed out after "Doremi", though aficionados still swear by later albums like "Quark Strangeness and Charm" and "Levitation".
band-n	band-n's ...	release-n	band's first release	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2767162683	The <band's> first release was an EP called Visions which garnered them a rather loyal and devoted fan following.
band-n	band-n's ...	show-n	band's shows	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	257900808	While the first album wasn't released in England, the band's reputation was built on the <band's> live shows.
band-n	band-n's ...	singer-n	the band's lead singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	544637295	The <band's> lead singer a more-alive version of Kurt Cobain, the bassist looks like a younger, balder, John Malkovich, and the drummer, apparently, is "Darren, from NEW-CAS-UL!"
band-n	band-n's ...	single-n	band's first single	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	338817225	The <band's> next single is a thumping infusion of disco-inspired sounds that pays homage to 70s influences such as Donna Summer . Throughout tonight's show Goldfrapp manage to maintain a certain mysticism while entertaining us with music that is both movingly original and yet foot-tappingly familiar.
band-n	band-n's ...	song-n	the band's songs	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2098214927	During one of the <band's> songs, the lead singer sang about boredom.
band-n	band-n's ...	sound-n	the band's sound	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	684116976	Never before has the New Order influence on Molko's writing been so apparent; for the first time in four albums Stefan Olsdal morphs into a possessed Peter Hook, bringing a fluidity and variety to the <band's> sound.
band-n	band-n's ...	tour-n	band's tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3377426847	Good thing they don't card at clubs based on a bloke's persona, or else Eddie will have a hard time getting into the gigs on his <band's> forthcoming tour.
band-n	band-n's ...	website-n	on the band's website	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1687655585	mind you, i've just started using it so maybe there's things i don't get, but on our <band's> website we asked people to join our mailing list. we got a couple hundred responses. in Gmail you have to open each message, click "more options", click "add sender to contacts list" and close the message.
band-n	modifiers of "band-n"	GHz-n	GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2651624370	The U.S. delegation protected our ability to operate critical radars in a number of frequency bands, including operation in all parts of the world for force protection radars in the 13 GHz <band>.
band-n	modifiers of "band-n"	MHz-n	MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2914731553	Regardless of whether a mandatory or voluntary process is adopted, NTIA recommends that the Commission still require that all MSS terminals operating in the 1990-2025 MHz <band> comply with the wide band limit of -70 dBW/MHz and the narrow band limit of -80 dBW in the 1559-1626.5 MHz band.
band-n	modifiers of "band-n"	brass-n	brass band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.sx	a10.s1	20672335	For more than a century, the asylum community resembled a self-sufficient village complete with its own blacksmith shop, icehouse, movie theater, brass <band>, baseball team, and undertakers.
band-n	modifiers of "band-n"	frequency-n	frequency bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1384101604	The radar was a polarimetric SAR using the 8-10 GHz, 1215-1400 MHz, and 5 GHz frequency <bands>.
band-n	modifiers of "band-n"	horizontal-j	and white horizontal bands	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2206462277	Lighthouse painted white with two narrow black horizontal <bands> (at the top and bottom of the cast iron section).
band-n	modifiers of "band-n"	jazz-n	jazz band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3215641008	These include concerts presented by students and faculty of the School of Music, the Department of Music, the Yale Concert and Jazz <bands>, the Yale Glee Club, the Yale Symphony Orchestra, and other undergraduate singing and instrumental groups.
band-n	modifiers of "band-n"	live-j	a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	165190745	They've been called the best live <band> in America, or some such overreach, by Spin magazine.
band-n	modifiers of "band-n"	metal-n	metal band	a1.s1	a2.s1	a3.s6	a4.s1	a5.s1	a6.sx	a7.s1	a8.s1	a9.sx	a10.s1	1757552780	Inspired by his father's love of jazz, he took up the guitar when he was twelve ; Godsmack are a cult-American Grammy-nominated heavy metal <band> from Massachusetts ; Blaqk Audio is an electronic project, created by and consisting of Davey Havok and Jade Puget, both members of the band AFI ; Shiny Toy Guns an American alternative rock band from Los Angeles, California.
band-n	modifiers of "band-n"	narrow-j	a narrow band	a1.s7	a2.s3	a3.s6	a4.s2	a5.s2	a6.s5	a7.sx	a8.sx	a9.s3	a10.s3	2940170319	At high altitudes in the atmosphere narrow <bands> of high velocity winds flowing from west to east are called the jet streams.
band-n	modifiers of "band-n"	punk-n	punk band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3040609551	His first bands was a punk <band> which was known as Girl'e, that remained active from the year 1989 till 1990.
band-n	modifiers of "band-n"	rock-n	rock band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	83026674	For example, the boozy, hard-touring 70's rock <band> the Faces were often so destructive they were banned from some hotels.
band-n	modifiers of "band-n"	rubber-n	a rubber band	a1.s3	a2.s6	a3.s9	a4.s4	a5.s3	a6.s10	a7.s4	a8.s3	a9.s3	a10.s3	2691202286	Spit Wad Time Kindergarten Combat: slow reality to a crawl as you move around and dodge spit wads, rubber <bands>, and other primitive guerrilla warfare tactics common to young children.
band-n	nouns modified by "band-n"	mate-n	band mates	a1.s1	a2.s4	a3.s6	a4.s1	a5.s1	a6.s1	a7.s1	a8.s4	a9.s1	a10.s1	571545967	These include some floor based full-body stretches that you may want to try in a different room to your <band> mates.
band-n	nouns modified by "band-n"	wagon-n	on the band wagon	a1.s1	a2.s9	a3.s12	a4.s9	a5.s1	a6.sx	a7.sx	a8.s7	a9.sx	a10.s1	3591535128	Jumping on a badge or price <band> wagon really doesnt mean anything else
band-n	possessors of "band-n"	Ellington-n	Duke Ellington's band .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2331887633	It's the birthday of jazz singer Ivie Anderson , born in Gilroy, California (1905)-best remembered for her 11 years with Duke Ellington's <band>.
band-n	possessors of "band-n"	Zappa-n	Frank Zappa's band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	150591006	Yes, I think at one point, when I first joined the band, I knew this was like a big deal 'cos the Beefheart band and Frank Zappa's <band> were my two favourites.
band-n	verbs with "band-n" as object	form-v	band formed	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	3266921125	The <band> was formed 1991 in San Fernando, CA.
